Unnamed: 0,School Name,URL,City,State,svg_file_path
466,Georgia South Western State University,http://gsw.edu,Americus,GA,logos/Georgia_South_Western_State_University/Georgia_South_Western_State_University.svg
467,Interactive College of Technology,http://ict.edu,Morrow,GA,logos/Interactive_College_of_Technology/Interactive_College_of_Technology.svg
468,Atlanta's John Marshall Law School,http://johnmarshall.edu,Atlanta,GA,logos/Atlanta_s_John_Marshall_Law_School/Atlanta_s_John_Marshall_Law_School.svg
469,Kennesaw State University,http://kennesaw.edu,Kennesaw,GA,logos/Kennesaw_State_University/Kennesaw_State_University.svg
470,Lanier Technical College,http://laniertech.edu,Oakwood,GA,logos/Lanier_Technical_College/Lanier_Technical_College.svg
471,Life University,http://life.edu,Marietta,GA,logos/Life_University/Life_University.svg
472,Mercer University,http://mercer.edu,Macon,GA,logos/Mercer_University/Mercer_University.svg
473,Middle Georgia State College,http://mga.edu,Macon,GA,logos/Middle_Georgia_State_College/Middle_Georgia_State_College.svg
474,Morehouse College,http://morehouse.edu,Atlanta,GA,logos/Morehouse_College/Morehouse_College.svg
475,Morehouse School of Medicine,http://msm.edu,Atlanta,GA,logos/Morehouse_School_of_Medicine/Morehouse_School_of_Medicine.svg
476,North Georgia Technical College,http://northgatech.edu,(multiple locations),GA,logos/North_Georgia_Technical_College/North_Georgia_Technical_College.svg
477,Oglethorpe University,http://oglethorpe.edu,Atlanta,GA,logos/Oglethorpe_University/Oglethorpe_University.svg
478,Okefenokee Technical College,http://okefenokeetech.edu,Waycross,GA,logos/Okefenokee_Technical_College/Okefenokee_Technical_College.svg
479,Paine College,http://paine.edu,Augusta,GA,logos/Paine_College/Paine_College.svg
480,Pfeiffer University,http://pfeiffer.edu,Decatur,GA,logos/Pfeiffer_University/Pfeiffer_University.svg
481,Piedmont College,http://piedmont.edu,Demorest,GA,logos/Piedmont_College/Piedmont_College.svg
482,Reinhardt University,http://reinhardt.edu,Waleska,GA,logos/Reinhardt_University/Reinhardt_University.svg
483,Savannah State University,http://savannahstate.edu,Savannah,GA,logos/Savannah_State_University/Savannah_State_University.svg
484,Savannah College of Art and Design,http://scad.edu,Savannah,GA,logos/Savannah_College_of_Art_and_Design/Savannah_College_of_Art_and_Design.svg
485,Shorter University,http://shorter.edu,(multiple locations),GA,logos/Shorter_University/Shorter_University.svg
486,Southeastern Technical College,http://southeasterntech.edu,Vidalia,GA,Fail
487,Spelman College,http://spelman.edu,Atlanta,GA,logos/Spelman_College/Spelman_College.svg
488,Southern Polytechnic State University,http://spsu.edu,Marietta,GA,logos/Southern_Polytechnic_State_University/Southern_Polytechnic_State_University.svg
489,Thomas University,http://thomasu.edu,Thomasville,GA,logos/Thomas_University/Thomas_University.svg
490,University of Georgia,http://uga.edu,Athens,GA,logos/University_of_Georgia/University_of_Georgia.svg
491,University of North Georgia,http://ung.edu,Dahlonega,GA,logos/University_of_North_Georgia/University_of_North_Georgia.svg
492,University System of Georgia,http://usg.edu,Atlanta,GA,logos/University_System_of_Georgia/University_System_of_Georgia.svg
493,Valdosta State University,http://valdosta.edu,Valdosta,GA,logos/Valdosta_State_University/Valdosta_State_University.svg
494,University of West Georgia,http://westga.edu,Carrollton,GA,logos/University_of_West_Georgia/University_of_West_Georgia.svg
495,Wiregrass Georgia Technical College,http://wiregrass.edu,Valdosta,GA,logos/Wiregrass_Georgia_Technical_College/Wiregrass_Georgia_Technical_College.svg
496,Brigham Young University Hawaii,http://byuh.edu,Laie,HI,logos/Brigham_Young_University_Hawaii/Brigham_Young_University_Hawaii.svg
497,Chaminade University,http://chaminade.edu,Honolulu,HI,logos/Chaminade_University/Chaminade_University.svg
498,University of Hawaii at Manoa,http://hawaii.edu,Honolulu,HI,logos/University_of_Hawaii_at_Manoa/University_of_Hawaii_at_Manoa.svg
499,Mid-Pacific Institute,http://midpac.edu,Honolulu,HI,Fail
500,AIB College of Business,http://aib.edu,Des Moines,IA,logos/AIB_College_of_Business/AIB_College_of_Business.svg
501,Central College,http://central.edu,Pella,IA,logos/Central_College/Central_College.svg
502,Coe College,http://coe.edu,Cedar Rapids,IA,logos/Coe_College/Coe_College.svg
503,Cornell College,http://cornellcollege.edu,Mount Vernon,IA,logos/Cornell_College/Cornell_College.svg
504,Des Moines Area Community College,http://dmacc.edu,Boone,IA,logos/Des_Moines_Area_Community_College/Des_Moines_Area_Community_College.svg
505,Dordt College,http://dordt.edu,Sioux Center,IA,logos/Dordt_College/Dordt_College.svg
506,Drake University,http://drake.edu,Des Moines,IA,logos/Drake_University/Drake_University.svg
507,Divine Word College,http://dwci.edu,Epworth,IA,logos/Divine_Word_College/Divine_Word_College.svg
508,Eastern Iowa Community Colleges,http://eicc.edu,Davenport,IA,Fail
509,Grinnell College,http://grinnell.edu,Grinnell,IA,logos/Grinnell_College/Grinnell_College.svg
510,Hawkeye Community College,http://hawkeyecollege.edu,Waterloo,IA,logos/Hawkeye_Community_College/Hawkeye_Community_College.svg
511,Iowa State University,http://iastate.edu,Ames,IA,logos/Iowa_State_University/Iowa_State_University.svg
512,Iowa Central Community College,http://iowacentral.edu,Fort Dodge,IA,logos/Iowa_Central_Community_College/Iowa_Central_Community_College.svg
513,Iowa Wesleyan College,http://iwc.edu,Mount Pleasant,IA,Fail
514,Iowa Western Community College,http://iwcc.edu,Council Bluffs,IA,logos/Iowa_Western_Community_College/Iowa_Western_Community_College.svg
515,Kaplan University,http://kaplanuniversity.edu,(multiple locations),IA,logos/Kaplan_University/Kaplan_University.svg
516,Kirkwood Community College,http://kirkwood.edu,Cedar Rapids,IA,logos/Kirkwood_Community_College/Kirkwood_Community_College.svg
517,La' James College,http://lajames.edu,Mason City,IA,logos/La_James_College/La_James_College.svg
518,Loras College,http://loras.edu,Dubuque,IA,logos/Loras_College/Loras_College.svg
519,Luther College,http://luther.edu,Decorah,IA,logos/Luther_College/Luther_College.svg
520,Maharishi University of Management,http://mum.edu,Fairfield,IA,logos/Maharishi_University_of_Management/Maharishi_University_of_Management.svg
521,Northeast Iowa Community College,http://nicc.edu,Calmar,IA,Fail
522,Palmer College of Chiropractic,http://palmer.edu,Davenport,IA,logos/Palmer_College_of_Chiropractic/Palmer_College_of_Chiropractic.svg
523,Saint Ambrose University,http://sau.edu,Davenport,IA,logos/Saint_Ambrose_University/Saint_Ambrose_University.svg
524,Simpson College,http://simpson.edu,Indianola,IA,logos/Simpson_College/Simpson_College.svg
525,Southwestern Community College,http://swcciowa.edu,(multiple locations),IA,logos/Southwestern_Community_College/Southwestern_Community_College.svg
526,Univeristy of Iowa,http://uiowa.edu,Iowa City,IA,logos/Univeristy_of_Iowa/Univeristy_of_Iowa.svg
527,Upper Iowa University,http://uiu.edu,Fayette,IA,logos/Upper_Iowa_University/Upper_Iowa_University.svg
528,University of Northern Iowa,http://uni.edu,Cedar Falls,IA,logos/University_of_Northern_Iowa/University_of_Northern_Iowa.svg
529,Wartburg College,http://wartburg.edu,Waverly,IA,logos/Wartburg_College/Wartburg_College.svg
530,Waldorf College,http://waldorf.edu,Forest City,IA,logos/Waldorf_College/Waldorf_College.svg
531,Boise State University,http://boisestate.edu,Boise,ID,logos/Boise_State_University/Boise_State_University.svg
532,Brigham Young University Idaho,http://byui.edu,Rexburg,ID,logos/Brigham_Young_University_Idaho/Brigham_Young_University_Idaho.svg
533,The College of Idaho,http://collegeofidaho.edu,Caldwell,ID,logos/The_College_of_Idaho/The_College_of_Idaho.svg
534,College of Southern Idaho,http://csi.edu,Twin Falls,ID,logos/College_of_Southern_Idaho/College_of_Southern_Idaho.svg
535,Idaho State University,http://isu.edu,Pocatello,ID,logos/Idaho_State_University/Idaho_State_University.svg
536,University of Idaho,http://uidaho.edu,Moscow,ID,logos/University_of_Idaho/University_of_Idaho.svg
537,Augustana College,http://augustana.edu,Rock Island,IL,logos/Augustana_College/Augustana_College.svg
538,Aurora University,http://aurora.edu,Aurora,IL,logos/Aurora_University/Aurora_University.svg
539,Benedictine University,http://ben.edu,Lisle,IL,logos/Benedictine_University/Benedictine_University.svg
540,Bradley University,http://bradley.edu,Peoria,IL,logos/Bradley_University/Bradley_University.svg
541,City Colleges of Chicago,http://ccc.edu,Chicago,IL,logos/City_Colleges_of_Chicago/City_Colleges_of_Chicago.svg
542,The University of Chicago Booth School of Business,http://chicagobooth.edu,Chicago,IL,logos/The_University_of_Chicago_Booth_School_of_Business/The_University_of_Chicago_Booth_School_of_Business.svg
543,College of Lake County,http://clcillinois.edu,Grayslake,IL,Fail
544,College of DuPage,http://cod.edu,Glen Ellyn,IL,logos/College_of_DuPage/College_of_DuPage.svg
545,Columbia College Chicago,http://colum.edu,Chicago,IL,logos/Columbia_College_Chicago/Columbia_College_Chicago.svg
546,Danville Area Community College,http://dacc.edu,Danville,IL,logos/Danville_Area_Community_College/Danville_Area_Community_College.svg
547,DePaul University,http://depaul.edu,Chicago,IL,logos/DePaul_University/DePaul_University.svg
548,Dominican University,http://dom.edu,River Forest,IL,logos/Dominican_University/Dominican_University.svg
549,Eastern Illinois University,http://eiu.edu,Charleston,IL,Fail
550,Elmhurst College,http://elmhurst.edu,Elmhurst,IL,logos/Elmhurst_College/Elmhurst_College.svg
551,Governors State,http://govst.edu,University Park,IL,logos/Governors_State/Governors_State.svg
552,Greenville College,http://greenville.edu,Greenville,IL,logos/Greenville_College/Greenville_College.svg
553,The Hadley School for the Blind,http://hadley.edu,Winnetka,IL,logos/The_Hadley_School_for_the_Blind/The_Hadley_School_for_the_Blind.svg
554,Harper College,http://harpercollege.edu,Palatine,IL,logos/Harper_College/Harper_College.svg
555,Heartland Community College,http://heartland.edu,Normal,IL,logos/Heartland_Community_College/Heartland_Community_College.svg
556,Illinois Central College,http://icc.edu,East Peoria,IL,logos/Illinois_Central_College/Illinois_Central_College.svg
557,Illinois College of Optometry,http://ico.edu,Chicago,IL,logos/Illinois_College_of_Optometry/Illinois_College_of_Optometry.svg
558,Illinois Institute of Technology,http://iit.edu,Chicago,IL,logos/Illinois_Institute_of_Technology/Illinois_Institute_of_Technology.svg
559,University of Illinois at Urbana-Champaign,http://illinois.edu,Champaign,IL,logos/University_of_Illinois_at_Urbana_Champaign/University_of_Illinois_at_Urbana_Champaign.svg
560,Illinois State University,http://illinoisstate.edu,Normal,IL,logos/Illinois_State_University/Illinois_State_University.svg
561,Illinois Mathematics and Science Academy,http://imsa.edu,Aurora,IL,Fail
562,Illinois Valley Community College,http://ivcc.edu,Oglesby,IL,logos/Illinois_Valley_Community_College/Illinois_Valley_Community_College.svg
563,Illinois Wesleyan University,http://iwu.edu,Bloomington,IL,logos/Illinois_Wesleyan_University/Illinois_Wesleyan_University.svg
564,John A. Logan College,http://jalc.edu,Carterville,IL,logos/John_A_Logan_College/John_A_Logan_College.svg
565,Joliet Junior College,http://jjc.edu,Joliet,IL,logos/Joliet_Junior_College/Joliet_Junior_College.svg
566,The John Marshall Law School,http://jmls.edu,Chicago,IL,logos/The_John_Marshall_Law_School/The_John_Marshall_Law_School.svg
567,Judson University,http://judsonu.edu,Elgin,IL,logos/Judson_University/Judson_University.svg
568,Kaskaskia College,http://kaskaskia.edu,Centralia,IL,logos/Kaskaskia_College/Kaskaskia_College.svg
569,Kankakee Community College,http://kcc.edu,Kankakee,IL,logos/Kankakee_Community_College/Kankakee_Community_College.svg
570,IIT Chicago-Kent College of Law,http://iit.edu,Chicago,IL,Fail
571,Kishwaukee College,http://kishwaukeecollege.edu,Malta,IL,logos/Kishwaukee_College/Kishwaukee_College.svg
572,Knox College,http://knox.edu,Galesburg,IL,logos/Knox_College/Knox_College.svg
573,Lake Forest College,http://lakeforest.edu,Lake Forest,IL,Fail
574,Lakeview College of Nursing,http://lakeviewcol.edu,Danville,IL,logos/Lakeview_College_of_Nursing/Lakeview_College_of_Nursing.svg
575,Lewis and Clark Community College,http://lc.edu,Godfrey,IL,logos/Lewis_and_Clark_Community_College/Lewis_and_Clark_Community_College.svg
576,Lewis University,http://lewisu.edu,Romeoville,IL,logos/Lewis_University/Lewis_University.svg
577,Lincoln Land Community College,http://llcc.edu,Springfield,IL,logos/Lincoln_Land_Community_College/Lincoln_Land_Community_College.svg
578,Loyola University Chicago,http://luc.edu,Chicago,IL,logos/Loyola_University_Chicago/Loyola_University_Chicago.svg
579,Midwestern Career College,http://mccollege.edu,Chicago,IL,logos/Midwestern_Career_College/Midwestern_Career_College.svg
580,McHenry County College,http://mchenry.edu,Crystal Lake,IL,Fail
581,McKendree University,http://mckendree.edu,Lebanon,IL,logos/McKendree_University/McKendree_University.svg
582,Midwestern University,http://midwestern.edu,(multiple locations),IL,logos/Midwestern_University/Midwestern_University.svg
583,Monmouth College,http://monmouthcollege.edu,Monmouth,IL,logos/Monmouth_College/Monmouth_College.svg
584,Moraine Valley Community College,http://morainevalley.edu,Palos Hills,IL,logos/Moraine_Valley_Community_College/Moraine_Valley_Community_College.svg
585,Morton College,http://morton.edu,Cicero,IL,logos/Morton_College/Morton_College.svg
586,Northeastern Illinois University,http://neiu.edu,Chicago,IL,logos/Northeastern_Illinois_University/Northeastern_Illinois_University.svg
587,Northern Illinois University,http://niu.edu,DeKalb,IL,logos/Northern_Illinois_University/Northern_Illinois_University.svg
588,National Louis University,http://nl.edu,Chicago,IL,logos/National_Louis_University/National_Louis_University.svg
589,North Park University,http://northpark.edu,Chicago,IL,logos/North_Park_University/North_Park_University.svg
590,Northwestern University,http://northwestern.edu,Evanston,IL,logos/Northwestern_University/Northwestern_University.svg
591,Oakton Community College,http://oakton.edu,Des Plaines,IL,logos/Oakton_Community_College/Oakton_Community_College.svg
592,Olivet Nazarene University,http://olivet.edu,Bourbonnais,IL,logos/Olivet_Nazarene_University/Olivet_Nazarene_University.svg
593,Chicago ORT Technical Institute,http://ortchicagotech.edu,Skokie,IL,logos/Chicago_ORT_Technical_Institute/Chicago_ORT_Technical_Institute.svg
594,Parkland College,http://parkland.edu,Champaign,IL,logos/Parkland_College/Parkland_College.svg
595,Prairie State College,http://prairiestate.edu,Chicago Heights,IL,logos/Prairie_State_College/Prairie_State_College.svg
596,Principia College,http://principiacollege.edu,Elsah,IL,logos/Principia_College/Principia_College.svg
597,Resurrection University,http://resu.edu,Chicago,IL,logos/Resurrection_University/Resurrection_University.svg
598,Robert Morris University Illinois,http://robertmorris.edu,Chicago,IL,logos/Robert_Morris_University_Illinois/Robert_Morris_University_Illinois.svg
599,Rockford University,http://rockford.edu,Rockford,IL,logos/Rockford_University/Rockford_University.svg
600,Rock Valley College,http://rockvalleycollege.edu,Rockford,IL,logos/Rock_Valley_College/Rock_Valley_College.svg
601,Roosevelt University,http://roosevelt.edu,Chicago,IL,logos/Roosevelt_University/Roosevelt_University.svg
602,Rosalind Franklin University,http://rosalindfranklin.edu,North Chicago,IL,logos/Rosalind_Franklin_University/Rosalind_Franklin_University.svg
603,Saint Anthony College of Nursing,http://sacn.edu,Rockford,IL,logos/Saint_Anthony_College_of_Nursing/Saint_Anthony_College_of_Nursing.svg
604,School of the Art Institute of Chicago,http://saic.edu,Chicago,IL,logos/School_of_the_Art_Institute_of_Chicago/School_of_the_Art_Institute_of_Chicago.svg
605,Saint Francis Medical Center College of Nursing,http://sfmccon.edu,Peoria,IL,logos/Saint_Francis_Medical_Center_College_of_Nursing/Saint_Francis_Medical_Center_College_of_Nursing.svg
606,Shawnee Community College,http://shawneecc.edu,Ullin,IL,logos/Shawnee_Community_College/Shawnee_Community_College.svg
607,Southeastern Illinois College,http://sic.edu,Harrisburg,IL,Fail
608,Southern Illinois University,http://siu.edu,Carbondale,IL,logos/Southern_Illinois_University/Southern_Illinois_University.svg
609,Southern Illinois University Edwardsville,http://siue.edu,Edwardsville,IL,Fail
610,Spoon River College,http://src.edu,Canton,IL,logos/Spoon_River_College/Spoon_River_College.svg
611,South Suburban College,http://ssc.edu,South Holland,IL,logos/South_Suburban_College/South_Suburban_College.svg
612,University of Saint Francis,http://stfrancis.edu,Joliet,IL,logos/University_of_Saint_Francis/University_of_Saint_Francis.svg
613,Southwestern Illinois College,http://swic.edu,(multiple locations),IL,logos/Southwestern_Illinois_College/Southwestern_Illinois_College.svg
614,Saint Xavier University,http://scu.edu,Chicago,IL,logos/Saint_Xavier_University/Saint_Xavier_University.svg
615,Trinity Christian College,http://trnty.edu,Palos Heights,IL,logos/Trinity_Christian_College/Trinity_Christian_College.svg
616,University of Chicago,http://uchicago.edu,Chicago,IL,logos/University_of_Chicago/University_of_Chicago.svg
617,University of Illinois at Chicago,http://uic.edu,Chicago,IL,logos/University_of_Illinois_at_Chicago/University_of_Illinois_at_Chicago.svg
618,University of Illinois,http://uillinois.edu,(multiple locations),IL,logos/University_of_Illinois/University_of_Illinois.svg
619,University of Illinois Springfield,http://uis.edu,Springfield,IL,logos/University_of_Illinois_Springfield/University_of_Illinois_Springfield.svg
620,University of Illinois at Urbana-Champaign,http://illinois.edu,Champaign,IL,logos/University_of_Illinois_at_Urbana_Champaign/University_of_Illinois_at_Urbana_Champaign.svg
621,Waubonsee Community College,http://waubonsee.edu,(multiple locations),IL,logos/Waubonsee_Community_College/Waubonsee_Community_College.svg
622,Wheaton College,http://wheaton.edu,Wheaton,IL,logos/Wheaton_College/Wheaton_College.svg
623,Western Illinois University,http://wiu.edu,Macomb,IL,logos/Western_Illinois_University/Western_Illinois_University.svg
624,Saint John's College,http://stjohnscollegespringfield.edu,Springfield,Ill,logos/Saint_John_s_College/Saint_John_s_College.svg
625,Anabaptist Mennonite Biblical Seminary,http://ambs.edu,Elkhart,IN,Fail
626,Anderson University,http://anderson.edu,Anderson,IN,logos/Anderson_University/Anderson_University.svg
627,Bethel College Indiana,http://bethelcollege.edu,Mishawaka,IN,logos/Bethel_College_Indiana/Bethel_College_Indiana.svg
628,Brown Mackie College,http://brownmackie.edu,(multiple locations),IN,logos/Brown_Mackie_College/Brown_Mackie_College.svg
629,Ball State University,http://bsu.edu,Muncie,IN,logos/Ball_State_University/Ball_State_University.svg
630,Butler University,http://butler.edu,Indianapolis,IN,logos/Butler_University/Butler_University.svg
631,DePauw University,http://depauw.edu,Greencastle,IN,logos/DePauw_University/DePauw_University.svg
632,Earlham College,http://earlham.edu,Richmond,IN,logos/Earlham_College/Earlham_College.svg
633,University of Evansville,http://evansville.edu,Evansville,IN,logos/University_of_Evansville/University_of_Evansville.svg
634,Goshen College,http://goshen.edu,Goshen,IN,logos/Goshen_College/Goshen_College.svg
635,Grace College and Seminary,http://grace.edu,Winona Lake,IN,Fail
636,Hanover College,http://hanover.edu,Hanover,IN,logos/Hanover_College/Hanover_College.svg
637,Harrison College,http://harrison.edu,Indianapolis,IN,logos/Harrison_College/Harrison_College.svg
638,Holy Cross College,http://hcc-nd.edu,Notre Dame,IN,logos/Holy_Cross_College/Holy_Cross_College.svg
639,Indiana University,http://indiana.edu,(multiple locations),IN,logos/Indiana_University/Indiana_University.svg
640,Indiana State University,http://indstate.edu,Terre Haute,IN,logos/Indiana_State_University/Indiana_State_University.svg
641,Indiana Wesleyan University,http://indwes.edu,Marion,IN,logos/Indiana_Wesleyan_University/Indiana_Wesleyan_University.svg
642,Indiana University - Purdue University Fort Wayne,http://ipfw.edu,Fort Wayne,IN,logos/Indiana_University_Purdue_University_Fort_Wayne/Indiana_University_Purdue_University_Fort_Wayne.svg
643,Indiana University,http://iu.edu,(multiple locations),IN,logos/Indiana_University/Indiana_University.svg
644,Indiana University Bloomington,http://iub.edu,Bloomington,IN,logos/Indiana_University_Bloomington/Indiana_University_Bloomington.svg
645,Indiana University East,http://iue.edu,Richmond,IN,logos/Indiana_University_East/Indiana_University_East.svg
646,Indiana University Northwest,http://iun.edu,Gary,IN,logos/Indiana_University_Northwest/Indiana_University_Northwest.svg
647,Indiana University - Purdue University Indianapolis,http://iupui.edu,Indianapolis,IN,Fail
648,Indiana University Southeast,http://ius.edu,New Albany,IN,logos/Indiana_University_Southeast/Indiana_University_Southeast.svg
649,Indiana University South Bend,http://iusb.edu,South Bend,IN,logos/Indiana_University_South_Bend/Indiana_University_South_Bend.svg
650,Ivy Tech Community College,http://ivytech.edu,Carmel,IN,logos/Ivy_Tech_Community_College/Ivy_Tech_Community_College.svg
651,Manchester University,http://manchester.edu,North Manchester,IN,logos/Manchester_University/Manchester_University.svg
652,Marian University Indianapolis,http://marian.edu,Indianapolis,IN,logos/Marian_University_Indianapolis/Marian_University_Indianapolis.svg
653,University of Notre Dame,http://nd.edu,Notre Dame,IN,logos/University_of_Notre_Dame/University_of_Notre_Dame.svg
654,Oakland City University,http://oak.edu,Oakland City,IN,logos/Oakland_City_University/Oakland_City_University.svg
655,Purdue University North Central,http://pnc.edu,Westville,IN,logos/Purdue_University_North_Central/Purdue_University_North_Central.svg
656,Purdue University,http://purdue.edu,West Lafayette,IN,logos/Purdue_University/Purdue_University.svg
657,Purdue University Calumet,http://purduecal.edu,Hammond,IN,logos/Purdue_University_Calumet/Purdue_University_Calumet.svg
658,Rose-Hulman Institute of Technology,http://rose-hulman.edu,Terre Haute,IN,logos/Rose_Hulman_Institute_of_Technology/Rose_Hulman_Institute_of_Technology.svg
659,Saint Mary's College,http://saintmarys.edu,Notre Dame,IN,logos/Saint_Mary_s_College/Saint_Mary_s_College.svg
660,Trine University,http://trine.edu,Angola,IN,logos/Trine_University/Trine_University.svg
661,University of Indianapolis,http://uindy.edu,Indianapolis,IN,logos/University_of_Indianapolis/University_of_Indianapolis.svg
662,University of Southern Indiana,http://usi.edu,Evansville,IN,logos/University_of_Southern_Indiana/University_of_Southern_Indiana.svg
663,Valparaiso University,http://valpo.edu,Valparaiso,IN,logos/Valparaiso_University/Valparaiso_University.svg
664,Wabash College,http://wabash.edu,Crawfordsville,IN,logos/Wabash_College/Wabash_College.svg
665,Benedictine College,http://benedictine.edu,Atchison,KS,logos/Benedictine_College/Benedictine_College.svg
666,Butler Community College,http://butlercc.edu,El Dorado,KS,logos/Butler_Community_College/Butler_Community_College.svg
667,Emporia State University,http://emporia.edu,Emporia,KS,logos/Emporia_State_University/Emporia_State_University.svg
668,Fort Hays State University,http://fhsu.edu,Hays,KS,logos/Fort_Hays_State_University/Fort_Hays_State_University.svg
669,Flint Hills Technical College,http://fhtc.edu,Emporia,KS,Fail
670,Fort Scott Community College,http://fortscott.edu,Horton Fort Scott,KS,Fail
671,Garden City Community College,http://gcccks.edu,Garden City,KS,logos/Garden_City_Community_College/Garden_City_Community_College.svg
672,Hesston College,http://hesston.edu,Hesston,KS,logos/Hesston_College/Hesston_College.svg
673,Highland Community College,http://highlandcc.edu,Highland,KS,logos/Highland_Community_College/Highland_Community_College.svg
674,Johnson County Community College,http://jccc.edu,Overland Park,KS,logos/Johnson_County_Community_College/Johnson_County_Community_College.svg
675,Kansas City Kansas Community College,http://kckcc.edu,Kansas City,KS,logos/Kansas_City_Kansas_Community_College/Kansas_City_Kansas_Community_College.svg
676,Kansas State University,http://k-state.edu,Manhattan,KS,logos/Kansas_State_University/Kansas_State_University.svg
677,The University of Kansas,http://ku.edu,Lawrence,KS,logos/The_University_of_Kansas/The_University_of_Kansas.svg
678,McPherson College,http://mcpherson.edu,McPherson,KS,logos/McPherson_College/McPherson_College.svg
679,Neosho County Community College,http://neosho.edu,Chanute,KS,logos/Neosho_County_Community_College/Neosho_County_Community_College.svg
680,Newman University,http://newmanu.edu,Wichita,KS,logos/Newman_University/Newman_University.svg
681,Pittsburg State University,http://pittstate.edu,Pittsburg,KS,logos/Pittsburg_State_University/Pittsburg_State_University.svg
682,Saint Paul School of Theology and Ministry,http://spst.edu,Overland Park,KS,logos/Saint_Paul_School_of_Theology_and_Ministry/Saint_Paul_School_of_Theology_and_Ministry.svg
683,Sterling College,http://sterling.edu,Sterling,KS,logos/Sterling_College/Sterling_College.svg
684,University of Saint Mary,http://stmary.edu,Leavenworth,KS,logos/University_of_Saint_Mary/University_of_Saint_Mary.svg
685,Washburn University,http://washburn.edu,Topeka,KS,logos/Washburn_University/Washburn_University.svg
686,Washburn University School of Law,http://washburnlaw.edu,Topeka,KS,logos/Washburn_University_School_of_Law/Washburn_University_School_of_Law.svg
687,Wichita State University,http://wichita.edu,Wichita,KS,logos/Wichita_State_University/Wichita_State_University.svg
688,Asbury University,http://asbury.edu,Wilmore,KY,Fail
689,Bellarmine University,http://bellarmine.edu,Louisville,KY,logos/Bellarmine_University/Bellarmine_University.svg
690,Berea College,http://berea.edu,Berea,KY,logos/Berea_College/Berea_College.svg
691,Centre College,http://centre.edu,Danville,KY,logos/Centre_College/Centre_College.svg
692,Eastern Kentucky University,http://eku.edu,Richmond,KY,logos/Eastern_Kentucky_University/Eastern_Kentucky_University.svg
693,Frontier Nursing University,http://frontier.edu,Hyden,KY,logos/Frontier_Nursing_University/Frontier_Nursing_University.svg
694,Georgetown College,http://georgetowncollege.edu,Georgetown,KY,logos/Georgetown_College/Georgetown_College.svg
695,Kentucky Community and Technical College System,http://kctcs.edu,Versailles,KY,Fail
696,Kentucky Christian University,http://kcu.edu,Grayson,KY,logos/Kentucky_Christian_University/Kentucky_Christian_University.svg
697,Kentucky State University,http://kysu.edu,Frankfort,KY,logos/Kentucky_State_University/Kentucky_State_University.svg
698,Lindsey Wilson College,http://lindsey.edu,Columbia,KY,logos/Lindsey_Wilson_College/Lindsey_Wilson_College.svg
699,The University of Louisville,http://louisville.edu,Louisville,KY,logos/The_University_of_Louisville/The_University_of_Louisville.svg
700,Midway College,http://midway.edu,Midwar,KY,logos/Midway_College/Midway_College.svg
701,Morehead State University,http://moreheadstate.edu,Morehead,KY,logos/Morehead_State_University/Morehead_State_University.svg
702,Murray State University,http://murraystate.edu,Murray,KY,logos/Murray_State_University/Murray_State_University.svg
703,Northern Kentucky University,http://nku.edu,Highland Heights,KY,logos/Northern_Kentucky_University/Northern_Kentucky_University.svg
704,The Southern Baptist Theological Seminary,http://sbts.edu,Louisville,KY,Fail
705,Saint Catharine College,http://sccky.edu,Saint Catharine,KY,Fail
706,Sullivan University,http://sullivan.edu,Louisville,KY,logos/Sullivan_University/Sullivan_University.svg
707,University of the Cumberlands,http://ucumberlands.edu,Williamsburg,KY,logos/University_of_the_Cumberlands/University_of_the_Cumberlands.svg
708,Western Kentucky University,http://wku.edu,Bowling Green,KY,logos/Western_Kentucky_University/Western_Kentucky_University.svg
709,Bossier Parish Community College,http://bpcc.edu,Bossier City,LA,logos/Bossier_Parish_Community_College/Bossier_Parish_Community_College.svg
710,Centenary College of Louisiana,http://centenary.edu,Shreveport,LA,logos/Centenary_College_of_Louisiana/Centenary_College_of_Louisiana.svg
711,Louisiana Tech University,http://latech.edu,Ruston,LA,logos/Louisiana_Tech_University/Louisiana_Tech_University.svg
712,Louisiana Culinary Institute,http://lci.edu,Baton Rouge,LA,logos/Louisiana_Culinary_Institute/Louisiana_Culinary_Institute.svg
713,University of Louisiana Lafayette,http://louisiana.edu,Lafayette,LA,logos/University_of_Louisiana_Lafayette/University_of_Louisiana_Lafayette.svg
714,Loyola University New Orleans,http://loyno.edu,New Orleans,LA,logos/Loyola_University_New_Orleans/Loyola_University_New_Orleans.svg
715,Louisiana State University,http://lsu.edu,Baton Rouge,LA,logos/Louisiana_State_University/Louisiana_State_University.svg
716,Louisiana State University - Eunice,http://lsue.edu,Eunice,LA,logos/Louisiana_State_University_Eunice/Louisiana_State_University_Eunice.svg
717,LSU Health Sciences Center - New Orleans,http://lsuhsc.edu,New Orleans,LA,logos/LSU_Health_Sciences_Center_New_Orleans/LSU_Health_Sciences_Center_New_Orleans.svg
718,LSU Health Sciences Center - New Orleans,http://lsuhscshreveport.edu,Shreveport,LA,logos/LSU_Health_Sciences_Center_New_Orleans/LSU_Health_Sciences_Center_New_Orleans.svg
719,Louisiana State University System,http://lsusystem.edu,Baton Rouge,LA,logos/Louisiana_State_University_System/Louisiana_State_University_System.svg
