Unnamed: 0,School Name,URL,City,State,svg_file_path
0,University of Alaska,http://alaska.edu,Anchorage,AK,logos/University_of_Alaska/University_of_Alaska.svg
1,Alaska Christian College,http://alaskacc.edu,Soldotna,AK,Fail
2,National Park Community College,http://npcc.edu,Hot Springs National Park,AK,logos/National_Park_Community_College/National_Park_Community_College.svg
3,University of Alaska Fairbanks,http://uaf.edu,Fairbanks,AK,logos/University_of_Alaska_Fairbanks/University_of_Alaska_Fairbanks.svg
4,University of Arkansas - Fort Smith,http://uafs.edu,Fort Smith,AK,logos/University_of_Arkansas_Fort_Smith/University_of_Arkansas_Fort_Smith.svg
5,Alabama A&M University,http://aamu.edu,Huntville,AL,logos/Alabama_A_M_University/Alabama_A_M_University.svg
6,Athens State University,http://athens.edu,Athens,AL,logos/Athens_State_University/Athens_State_University.svg
7,Auburn University,http://auburn.edu,Auburn,AL,logos/Auburn_University/Auburn_University.svg
8,Auburn University at Montgomery,http://aum.edu,Montgomery,AL,logos/Auburn_University_at_Montgomery/Auburn_University_at_Montgomery.svg
9,Birmingham-Southern College,http://bsc.edu,Birmingham,AL,logos/Birmingham_Southern_College/Birmingham_Southern_College.svg
10,Calhoun Community College,http://calhoun.edu,Decatur,AL,logos/Calhoun_Community_College/Calhoun_Community_College.svg
11,Enterprise State Community College,http://escc.edu,Enterprise,AL,logos/Enterprise_State_Community_College/Enterprise_State_Community_College.svg
12,Faulkner State Community College,http://faulknerstate.edu,Bay Minette,AL,logos/Faulkner_State_Community_College/Faulkner_State_Community_College.svg
13,Gadsden State Community College,http://gadsdenstate.edu,Gadsden,AL,logos/Gadsden_State_Community_College/Gadsden_State_Community_College.svg
14,Huntingdon College,http://huntingdon.edu,Montgomery,AL,logos/Huntingdon_College/Huntingdon_College.svg
15,Jacksonville State University,http://jsu.edu,Jacksonville,AL,logos/Jacksonville_State_University/Jacksonville_State_University.svg
16,Lurleen B. Wallace Community College,http://lbwcc.edu,Andalusia,AL,logos/Lurleen_B_Wallace_Community_College/Lurleen_B_Wallace_Community_College.svg
17,University of Montevallo,http://montevallo.edu,Montevallo,AL,logos/University_of_Montevallo/University_of_Montevallo.svg
18,Northeast Alabama Community College,http://nacc.edu,Rainsville,AL,Fail
19,Northwest-Shoals Community College,http://nwscc.edu,Muscle Shoals,AL,logos/Northwest_Shoals_Community_College/Northwest_Shoals_Community_College.svg
20,Oakwood University,http://oakwood.edu,Huntsville,AL,logos/Oakwood_University/Oakwood_University.svg
21,Samford University,http://samford.edu,Birmingham,AL,logos/Samford_University/Samford_University.svg
22,Southeastern Bible College,http://sebc.edu,Birmingham,AL,logos/Southeastern_Bible_College/Southeastern_Bible_College.svg
23,University of South Alabama,http://southalabama.edu,Mobile,AL,logos/University_of_South_Alabama/University_of_South_Alabama.svg
24,Trenholm State Technical College,http://trenholmstate.edu,Montgomery,AL,logos/Trenholm_State_Technical_College/Trenholm_State_Technical_College.svg
25,Troy University,http://troy.edu,Troy,AL,logos/Troy_University/Troy_University.svg
26,Tuskegee University,http://tuskegee.edu,Tuskegee,AL,logos/Tuskegee_University/Tuskegee_University.svg
27,University of Alabama,http://ua.edu,Tuscaloosa,AL,logos/University_of_Alabama/University_of_Alabama.svg
28,University of Alabama at Birmingham,http://uab.edu,Birmingham,AL,logos/University_of_Alabama_at_Birmingham/University_of_Alabama_at_Birmingham.svg
29,University of Alabama in Huntsville,http://uah.edu,Huntsville,AL,logos/University_of_Alabama_in_Huntsville/University_of_Alabama_in_Huntsville.svg
30,University of North Alabama,http://una.edu,Florence,AL,logos/University_of_North_Alabama/University_of_North_Alabama.svg
31,Snead State Community College,http://snead.edu,Boaz,AL,logos/Snead_State_Community_College/Snead_State_Community_College.svg
32,Arkansas Northeastern College,http://anc.edu,Blytheville,AR,logos/Arkansas_Northeastern_College/Arkansas_Northeastern_College.svg
33,Arkansas State University,http://astate.edu,Jonesboro,AR,logos/Arkansas_State_University/Arkansas_State_University.svg
34,Arkansas Tech University,http://atu.edu,Russellville,AR,logos/Arkansas_Tech_University/Arkansas_Tech_University.svg
35,Central Baptist College,http://cbc.edu,Conway,AR,logos/Central_Baptist_College/Central_Baptist_College.svg
36,Harding University,http://harding.edu,Searcy,AR,logos/Harding_University/Harding_University.svg
37,Hendrix College,http://hendrix.edu,Conway,AR,logos/Hendrix_College/Hendrix_College.svg
38,Henderson State University,http://hsu.edu,Arkadelphia,AR,logos/Henderson_State_University/Henderson_State_University.svg
39,John Brown University,http://jbu.edu,Siloam Springs,AR,logos/John_Brown_University/John_Brown_University.svg
40,Lyon College,http://lyon.edu,Batesville,AR,logos/Lyon_College/Lyon_College.svg
41,Mid-South Community College,http://midsouthcc.edu,West Memphis,AR,logos/Mid_South_Community_College/Mid_South_Community_College.svg
42,North Arkansas College,http://northark.edu,Harrison,AR,logos/North_Arkansas_College/North_Arkansas_College.svg
43,Northwest Arkansas Community College,http://nwacc.edu,Bentonville,AR,logos/Northwest_Arkansas_Community_College/Northwest_Arkansas_Community_College.svg
44,Northwest Technical Institute,http://nwti.edu,Springdale,AR,logos/Northwest_Technical_Institute/Northwest_Technical_Institute.svg
45,Ouachita Baptist University,http://obu.edu,Arkadelphia,AR,logos/Ouachita_Baptist_University/Ouachita_Baptist_University.svg
46,University of the Ozarks,http://ozarks.edu,Clarksville,AR,logos/University_of_the_Ozarks/University_of_the_Ozarks.svg
47,Phillips Community College U of A,http://pccua.edu,Helena-West Helena,AR,logos/Phillips_Community_College_U_of_A/Phillips_Community_College_U_of_A.svg
48,Pulaski Technical College,http://pulaskitech.edu,North Little Rock,AR,logos/Pulaski_Technical_College/Pulaski_Technical_College.svg
49,Southern Arkansas University Magnolia,http://saumag.edu,Magnolia,AR,Fail
50,Southeast Arkansas College,http://seark.edu,Pine Bluff,AR,logos/Southeast_Arkansas_College/Southeast_Arkansas_College.svg
51,University of Arkansas Community College Batesville,http://uaccb.edu,Batesville,AR,Fail
52,University of Arkansas at Little Rock,http://ualr.edu,Little Rock,AR,logos/University_of_Arkansas_at_Little_Rock/University_of_Arkansas_at_Little_Rock.svg
53,University of Arkansas for Medical Sciences,http://uams.edu,Little Rock,AR,logos/University_of_Arkansas_for_Medical_Sciences/University_of_Arkansas_for_Medical_Sciences.svg
54,University of Arkansas at Pine Bluff,http://uapb.edu,Pine Bluff,AR,logos/University_of_Arkansas_at_Pine_Bluff/University_of_Arkansas_at_Pine_Bluff.svg
55,University of Arkansas,http://uark.edu,Fayetteville,AR,logos/University_of_Arkansas/University_of_Arkansas.svg
56,University of Central Arkansas,http://uca.edu,Conway,AR,logos/University_of_Central_Arkansas/University_of_Central_Arkansas.svg
57,Williams Baptist College,http://wbcoll.edu,Walnut Ridge,AR,logos/Williams_Baptist_College/Williams_Baptist_College.svg
58,University of Arizona,http://arizona.edu,Tucson,AZ,logos/University_of_Arizona/University_of_Arizona.svg
59,Arizona State University,http://asu.edu,Tempe,AZ,logos/Arizona_State_University/Arizona_State_University.svg
60,Arizona Western College,http://azwestern.edu,Yuma,AZ,logos/Arizona_Western_College/Arizona_Western_College.svg
61,Bryan University,http://bryanuniversity.edu,Tempe,AZ,logos/Bryan_University/Bryan_University.svg
62,Central Arizona College,http://centralaz.edu,Coolidge,AZ,logos/Central_Arizona_College/Central_Arizona_College.svg
63,Glendale Community College,http://gccaz.edu,Glendale,AZ,logos/Glendale_Community_College/Glendale_Community_College.svg
64,Grand Canyon University,http://gcu.edu,Phoenix,AZ,logos/Grand_Canyon_University/Grand_Canyon_University.svg
65,Maricopa Community Colleges,http://maricopa.edu,Phoenix,AZ,logos/Maricopa_Community_Colleges/Maricopa_Community_Colleges.svg
66,Mesa Community College,http://mesacc.edu,Mesa,AZ,logos/Mesa_Community_College/Mesa_Community_College.svg
67,Northern Arizona University,http://nau.edu,Flagstaff,AZ,logos/Northern_Arizona_University/Northern_Arizona_University.svg
68,Northland Pioneer College,http://npc.edu,(multiple locations),AZ,logos/Northland_Pioneer_College/Northland_Pioneer_College.svg
69,University of Phoenix,http://phoenix.edu,Tempe,AZ,logos/University_of_Phoenix/University_of_Phoenix.svg
70,Phoenix College,http://phoenixcollege.edu,Phoenix,AZ,logos/Phoenix_College/Phoenix_College.svg
71,Pima Community College,http://pima.edu,Tucson,AZ,logos/Pima_Community_College/Pima_Community_College.svg
72,Prescott College,http://prescott.edu,Prescott,AZ,logos/Prescott_College/Prescott_College.svg
73,Rio Salado College,http://riosalado.edu,Tempe,AZ,logos/Rio_Salado_College/Rio_Salado_College.svg
74,South Mountain Community College,http://southmountaincc.edu,Pheonix,AZ,logos/South_Mountain_Community_College/South_Mountain_Community_College.svg
75,University of Advancing Technology,http://uat.edu,Tempe,AZ,logos/University_of_Advancing_Technology/University_of_Advancing_Technology.svg
76,Yavapai College,http://yc.edu,Prescott,AZ,logos/Yavapai_College/Yavapai_College.svg
77,Academy of Arts University,http://academyart.edu,San Francisco,CA,logos/Academy_of_Arts_University/Academy_of_Arts_University.svg
78,Adance Computing Institute,http://advancedcomputinginstitute.edu,Los Angeles,CA,Fail
79,Acupuncture & Integrative Medicine College,http://aimc.edu,Berkeley,CA,Fail
80,Alliant International University,http://alliant.edu,Alhambra,CA,logos/Alliant_International_University/Alliant_International_University.svg
81,Allied American University,http://allied.edu,Laguna Hills,CA,logos/Allied_American_University/Allied_American_University.svg
82,Anaheim University,http://anaheim.edu,Anaheim,CA,logos/Anaheim_University/Anaheim_University.svg
83,Angeles College,http://angelescollege.edu,Los Angeles,CA,logos/Angeles_College/Angeles_College.svg
84,Antioch University Los Angeles,http://antiochla.edu,Culver City,CA,logos/Antioch_University_Los_Angeles/Antioch_University_Los_Angeles.svg
85,Argosy University,http://argosy.edu,(multiple locations),CA,logos/Argosy_University/Argosy_University.svg
86,Art Center College of Design,http://artcenter.edu,Pasadena,CA,logos/Art_Center_College_of_Design/Art_Center_College_of_Design.svg
87,The Art Institute,http://artinstitutes.edu,(multiple locations),CA,logos/The_Art_Institute/The_Art_Institute.svg
88,Ashford University,http://ashford.edu,San Diego,CA,logos/Ashford_University/Ashford_University.svg
89,ATI College,http://ati.edu,Norwalk,CA,logos/ATI_College/ATI_College.svg
90,Antelope Valley College,http://avc.edu,Lancaster,CA,logos/Antelope_Valley_College/Antelope_Valley_College.svg
91,Bakersfield College,http://bakersfieldcollege.edu,Bakersfield,CA,logos/Bakersfield_College/Bakersfield_College.svg
92,Barstow Community College,http://barstow.edu,Barstow,CA,logos/Barstow_Community_College/Barstow_Community_College.svg
93,Berkeley University of California,http://berkeley.edu,Berkeley,CA,logos/Berkeley_University_of_California/Berkeley_University_of_California.svg
94,Berkeley City College,http://berkeleycitycollege.edu,Berkeley,CA,logos/Berkeley_City_College/Berkeley_City_College.svg
95,Brandman University,http://brandman.edu,Irvine,CA,logos/Brandman_University/Brandman_University.svg
96,Butte College,http://butte.edu,Oroville,CA,logos/Butte_College/Butte_College.svg
97,Cabrillo College,http://cabrillo.edu,Aptos,CA,logos/Cabrillo_College/Cabrillo_College.svg
98,California Institute of the Arts,http://calarts.edu,Valencie,CA,logos/California_Institute_of_the_Arts/California_Institute_of_the_Arts.svg
99,California Baptist University,http://calbaptist.edu,Riverside,CA,logos/California_Baptist_University/California_Baptist_University.svg
100,California Lutheran University,http://callutheran.edu,Thousand Oaks,CA,logos/California_Lutheran_University/California_Lutheran_University.svg
101,California Miramar University,http://calmu.edu,San Diego,CA,logos/California_Miramar_University/California_Miramar_University.svg
102,California Polytechnic State University,http://calpoly.edu,San Luis Obispo,CA,logos/California_Polytechnic_State_University/California_Polytechnic_State_University.svg
103,California State University,http://calstate.edu,Long Beach,CA,logos/California_State_University/California_State_University.svg
104,California Institute of Technology,http://caltech.edu,Pasadena,CA,logos/California_Institute_of_Technology/California_Institute_of_Technology.svg
105,Canada College,http://canadacollege.edu,Redwood City,CA,logos/Canada_College/Canada_College.svg
106,College of the Canyons,http://canyons.edu,Santa Clarita,CA,logos/College_of_the_Canyons/College_of_the_Canyons.svg
107,California College of the Arts,http://cca.edu,San Francisco,CA,logos/California_College_of_the_Arts/California_College_of_the_Arts.svg
108,California Community Colleges Chanellor's Office,http://cccco.edu,Sacramento,CA,logos/California_Community_Colleges_Chanellor_s_Office/California_Community_Colleges_Chanellor_s_Office.svg
109,City College of San Francisco,http://ccsf.edu,San Francisco,CA,logos/City_College_of_San_Francisco/City_College_of_San_Francisco.svg
110,Cerritos College,http://cerritos.edu,Norwalk,CA,logos/Cerritos_College/Cerritos_College.svg
111,Cerro Coso Community College,http://cerrocoso.edu,Ridgecrest,CA,Fail
112,Claremont Graduate University,http://cgu.edu,Claremont,CA,logos/Claremont_Graduate_University/Claremont_Graduate_University.svg
113,Chaffey College,http://chaffey.edu,Rancho Cucamonga,CA,logos/Chaffey_College/Chaffey_College.svg
114,Chapman University,http://chapman.edu,Orange,CA,logos/Chapman_University/Chapman_University.svg
115,California Institute of Integral Studies,http://ciis.edu,San Francisco,CA,logos/California_Institute_of_Integral_Studies/California_Institute_of_Integral_Studies.svg
116,Citrus College,http://citruscollege.edu,Glendora,CA,logos/Citrus_College/Citrus_College.svg
117,The Claremont Colleges,http://claremont.edu,Claremont,CA,logos/The_Claremont_Colleges/The_Claremont_Colleges.svg
118,Claremont McKenna College,http://cmc.edu,Claremont,CA,logos/Claremont_McKenna_College/Claremont_McKenna_College.svg
119,Copper Mountain College,http://cmccd.edu,(multiple locations),CA,logos/Copper_Mountain_College/Copper_Mountain_College.svg
120,Cogswell Polytechnical College,http://cogswell.edu,Sunnyvale,CA,logos/Cogswell_Polytechnical_College/Cogswell_Polytechnical_College.svg
121,College of San Mateo,http://collegeofsanmateo.edu,San Mateo,CA,logos/College_of_San_Mateo/College_of_San_Mateo.svg
122,College of the Desert,http://collegeofthedesert.edu,Palm Desert,CA,logos/College_of_the_Desert/College_of_the_Desert.svg
123,El Camino College Compton Center,http://compton.edu,Compton,CA,logos/El_Camino_College_Compton_Center/El_Camino_College_Compton_Center.svg
124,Contra Costa College,http://contracosta.edu,San Pablo,CA,logos/Contra_Costa_College/Contra_Costa_College.svg
125,College of the Sequoias,http://cos.edu,Visalia,CA,Fail
126,Crafton Hills College,http://craftonhills.edu,Yucaipa,CA,logos/Crafton_Hills_College/Crafton_Hills_College.svg
127,California State University Bakersfield,http://csub.edu,Bakersfield,CA,logos/California_State_University_Bakersfield/California_State_University_Bakersfield.svg
128,California State University Channel Islands,http://csuci.edu,Camarillo,CA,logos/California_State_University_Channel_Islands/California_State_University_Channel_Islands.svg
129,California State University Dominguez Hills,http://csudh.edu,Carson,CA,logos/California_State_University_Dominguez_Hills/California_State_University_Dominguez_Hills.svg
130,California State University East Bay,http://csueastbay.edu,Hayward,CA,logos/California_State_University_East_Bay/California_State_University_East_Bay.svg
131,Fresno State,http://fresnostate.edu,Fresno,CA,logos/Fresno_State/Fresno_State.svg
132,California State University Long Beach,http://csulb.edu,Long Beach,CA,logos/California_State_University_Long_Beach/California_State_University_Long_Beach.svg
133,California State University Monterey Bay,http://csumb.edu,Seaside,CA,logos/California_State_University_Monterey_Bay/California_State_University_Monterey_Bay.svg
134,California State University Northridge,http://csun.edu,Northridge,CA,logos/California_State_University_Northridge/California_State_University_Northridge.svg
135,California State Polytechnic University Pomona,http://csupomona.edu,Pomona,CA,logos/California_State_Polytechnic_University_Pomona/California_State_Polytechnic_University_Pomona.svg
136,California State University Sacramento,http://csus.edu,Sacramento,CA,logos/California_State_University_Sacramento/California_State_University_Sacramento.svg
137,California State University San Bernardino,http://csusb.edu,San Bernardino,CA,logos/California_State_University_San_Bernardino/California_State_University_San_Bernardino.svg
138,California State University San Marcos,http://csusm.edu,San Marcos,CA,logos/California_State_University_San_Marcos/California_State_University_San_Marcos.svg
139,California State University Stanislaus,http://csustan.edu,Stanislaus,CA,logos/California_State_University_Stanislaus/California_State_University_Stanislaus.svg
140,Cuesta College,http://cuesta.edu,San Luis Obispo,CA,logos/Cuesta_College/Cuesta_College.svg
141,Cuyamaca College,http://cuyamaca.edu,El Cajon,CA,logos/Cuyamaca_College/Cuyamaca_College.svg
142,California Western School of Law San Diego,http://cwsl.edu,San Diego,CA,logos/California_Western_School_of_Law_San_Diego/California_Western_School_of_Law_San_Diego.svg
143,Cypress College,http://cypresscollege.edu,Cypress,CA,logos/Cypress_College/Cypress_College.svg
144,DeAnza College,http://deanza.edu,Cupertino,CA,logos/DeAnza_College/DeAnza_College.svg
145,San Joaquin Delta College,http://deltacollege.edu,Stockton,CA,logos/San_Joaquin_Delta_College/San_Joaquin_Delta_College.svg
146,Dominican University of California,http://dominican.edu,San Rafael,CA,logos/Dominican_University_of_California/Dominican_University_of_California.svg
147,Dominican School of Philosophy and Theology,http://dspt.edu,Berkeley,CA,logos/Dominican_School_of_Philosophy_and_Theology/Dominican_School_of_Philosophy_and_Theology.svg
148,Diablo Valley College,http://dvc.edu,Pleasant Hill,CA,logos/Diablo_Valley_College/Diablo_Valley_College.svg
149,East Los Angeles College,http://elac.edu,Monterey Park,CA,logos/East_Los_Angeles_College/East_Los_Angeles_College.svg
150,El Camino College,http://elcamino.edu,Torrance,CA,logos/El_Camino_College/El_Camino_College.svg
151,Ex'pression College,http://expression.edu,San Jose,CA,logos/Ex_pression_College/Ex_pression_College.svg
152,Foothill-De Anza Community College District,http://fhda.edu,Los Altos Hills,CA,logos/Foothill_De_Anza_Community_College_District/Foothill_De_Anza_Community_College_District.svg
153,Fashion Institute of Design & Merchandising,http://fidm.edu,San Francisco,CA,logos/Fashion_Institute_of_Design_Merchandising/Fashion_Institute_of_Design_Merchandising.svg
154,Fielding Graduate University,http://fielding.edu,Santa Barbara,CA,logos/Fielding_Graduate_University/Fielding_Graduate_University.svg
155,Foothill College,http://foothill.edu,Los Altos Hills,CA,logos/Foothill_College/Foothill_College.svg
156,Fresno Pacific University,http://fresno.edu,Fresno,CA,logos/Fresno_Pacific_University/Fresno_Pacific_University.svg
157,Fresno City College,http://fresnocitycollege.edu,Fresno,CA,logos/Fresno_City_College/Fresno_City_College.svg
158,Frederick Taylor University,http://ftu.edu,Moraga,CA,logos/Frederick_Taylor_University/Frederick_Taylor_University.svg
159,Fullerton College,http://fullcoll.edu,Fullerton,CA,logos/Fullerton_College/Fullerton_College.svg
160,Fuller Theological Seminary,http://fuller.edu,Pasadena,CA,logos/Fuller_Theological_Seminary/Fuller_Theological_Seminary.svg
161,California State University Fullerton,http://fullerton.edu,Fullerton,CA,logos/California_State_University_Fullerton/California_State_University_Fullerton.svg
162,Gavilan College,http://gavilan.edu,Gilroy,CA,logos/Gavilan_College/Gavilan_College.svg
163,Golden Gate Baptist Theological Seminary,http://ggbts.edu,Mill Valley,CA,logos/Golden_Gate_Baptist_Theological_Seminary/Golden_Gate_Baptist_Theological_Seminary.svg
164,Glendale Community College,http://glendale.edu,Glendale,CA,logos/Glendale_Community_College/Glendale_Community_College.svg
165,Gnomon School of Visual Effects,http://gnomon.edu,Hollywood,CA,Fail
166,Columbia College,http://gocolumbia.edu,Sonora,CA,logos/Columbia_College/Columbia_College.svg
167,Golden West College,http://goldenwestcollege.edu,Huntington Beach,CA,logos/Golden_West_College/Golden_West_College.svg
168,Grossmont College,http://grossmont.edu,El Cajon,CA,logos/Grossmont_College/Grossmont_College.svg
169,Allan Hancock College,http://hancockcollege.edu,Santa Maria,CA,logos/Allan_Hancock_College/Allan_Hancock_College.svg
170,Hartnell College,http://hartnell.edu,Salinas,CA,logos/Hartnell_College/Hartnell_College.svg
171,Henley-Putnam University,http://henley-putnam.edu,Santa Clara,CA,logos/Henley_Putnam_University/Henley_Putnam_University.svg
172,Harvey Mudd College,http://hmc.edu,Claremont,CA,logos/Harvey_Mudd_College/Harvey_Mudd_College.svg
173,Holy Names University,http://hnu.edu,Oakland,CA,logos/Holy_Names_University/Holy_Names_University.svg
174,Humboldt State University,http://humboldt.edu,Arcata,CA,logos/Humboldt_State_University/Humboldt_State_University.svg
175,Humphreys College,http://humphreys.edu,Stockton,CA,logos/Humphreys_College/Humphreys_College.svg
176,Imperial Valley College,http://imperial.edu,Imperial,CA,logos/Imperial_Valley_College/Imperial_Valley_College.svg
177,International Sports Sciences Association,http://issaonline.edu,Carpinteria,CA,logos/International_Sports_Sciences_Association/International_Sports_Sciences_Association.svg
178,International Technological University,http://itu.edu,San Jose,CA,logos/International_Technological_University/International_Technological_University.svg
179,Irvine Valley College,http://ivc.edu,Irvine,CA,logos/Irvine_Valley_College/Irvine_Valley_College.svg
180,William Jessup University,http://jessup.edu,Rocklin,CA,logos/William_Jessup_University/William_Jessup_University.svg
181,John F. Kennedy University,http://jfku.edu,Pleasant Hill,CA,logos/John_F_Kennedy_University/John_F_Kennedy_University.svg
182,Keck Graduate Institute,http://kgi.edu,Claremont,CA,logos/Keck_Graduate_Institute/Keck_Graduate_Institute.svg
183,Mount Saint Mary's College,http://la.edu,Los Angeles,CA,logos/Mount_Saint_Mary_s_College/Mount_Saint_Mary_s_College.svg
184,Los Angeles Community College District,http://laccd.edu,Los Angeles,CA,Fail
185,Los Angeles City College,http://lacitycollege.edu,Los Angeles,CA,logos/Los_Angeles_City_College/Los_Angeles_City_College.svg
186,Los Angeles Harbor College,http://lahc.edu,Wilmington,CA,logos/Los_Angeles_Harbor_College/Los_Angeles_Harbor_College.svg
187,Los Angeles Mission College,http://lamission.edu,Sylmar,CA,logos/Los_Angeles_Mission_College/Los_Angeles_Mission_College.svg
188,Laney College,http://laney.edu,Oakland,CA,logos/Laney_College/Laney_College.svg
189,Los Angeles Southwest College,http://lasc.edu,Los Angeles,CA,logos/Los_Angeles_Southwest_College/Los_Angeles_Southwest_College.svg
190,La Sierra University,http://lasierra.edu,Riverside,CA,logos/La_Sierra_University/La_Sierra_University.svg
191,Las Positas College,http://laspositascollege.edu,Livermore,CA,logos/Las_Positas_College/Las_Positas_College.svg
192,Los Angeles Trade-Tech Community College,http://lattc.edu,Los Angeles,CA,logos/Los_Angeles_Trade_Tech_Community_College/Los_Angeles_Trade_Tech_Community_College.svg
193,Laurus College,http://lauruscollege.edu,Santa Maria,CA,logos/Laurus_College/Laurus_College.svg
194,Los Angeles Valley College,http://lavc.edu,Valley Glen,CA,logos/Los_Angeles_Valley_College/Los_Angeles_Valley_College.svg
195,University of La Verne,http://laverne.edu,La Verne,CA,logos/University_of_La_Verne/University_of_La_Verne.svg
196,UCLA School of Law,http://ucla.edu,Los Angeles,CA,logos/UCLA_School_of_Law/UCLA_School_of_Law.svg
197,Long Beach City College,http://lbcc.edu,Long Beach,CA,logos/Long_Beach_City_College/Long_Beach_City_College.svg
198,Life Chiropractic College West,http://lifewest.edu,Hayward,CA,logos/Life_Chiropractic_College_West/Life_Chiropractic_College_West.svg
199,Loma Linda University,http://llu.edu,Loma Linda,CA,logos/Loma_Linda_University/Loma_Linda_University.svg
200,Loyola Marymount University,http://lmu.edu,Los Angeles,CA,logos/Loyola_Marymount_University/Loyola_Marymount_University.svg
201,Los Medanos College,http://losmedanos.edu,Pittsburg,CA,logos/Los_Medanos_College/Los_Medanos_College.svg
202,Los Rios Community College District,http://losrios.edu,Sacramento,CA,logos/Los_Rios_Community_College_District/Los_Rios_Community_College_District.svg
203,Lake Tahoe Community College,http://ltcc.edu,South Lake Tahoe,CA,logos/Lake_Tahoe_Community_College/Lake_Tahoe_Community_College.svg
204,College of Marin,http://marin.edu,Kentfield,CA,logos/College_of_Marin/College_of_Marin.svg
205,Marymount California University,http://marymountcalifornia.edu,Rancho Palos Verdes,CA,logos/Marymount_California_University/Marymount_California_University.svg
206,The Master's College,http://masters.edu,Santa Clarita,CA,logos/The_Master_s_College/The_Master_s_College.svg
207,Merced Community College,http://mccd.edu,Merced,CA,logos/Merced_Community_College/Merced_Community_College.svg
208,Mills College,http://mills.edu,Oakland,CA,logos/Mills_College/Mills_College.svg
209,MiraCosta College,http://miracosta.edu,Oceanside,CA,logos/MiraCosta_College/MiraCosta_College.svg
210,Modesto Junior College,http://mjc.edu,Modesto,CA,logos/Modesto_Junior_College/Modesto_Junior_College.svg
211,Mount San Jacinto College,http://msjc.edu,(multiple locations),CA,logos/Mount_San_Jacinto_College/Mount_San_Jacinto_College.svg
212,Mount San Antonio College,http://mtsac.edu,Walnut,CA,logos/Mount_San_Antonio_College/Mount_San_Antonio_College.svg
213,Napa Valley College,http://napavalley.edu,Napa,CA,logos/Napa_Valley_College/Napa_Valley_College.svg
214,Notre Dame de Namur University,http://ndnu.edu,Belmont,CA,logos/Notre_Dame_de_Namur_University/Notre_Dame_de_Namur_University.svg
215,NewSchool of Architecture and Design,http://newschoolarch.edu,San Diego,CA,logos/NewSchool_of_Architecture_and_Design/NewSchool_of_Architecture_and_Design.svg
216,Norco College,http://norcocollege.edu,Norco,CA,logos/Norco_College/Norco_College.svg
217,Naval Postgraduate School,http://nps.edu,Monterey,CA,logos/Naval_Postgraduate_School/Naval_Postgraduate_School.svg
218,Ohlone College,http://ohlone.edu,Fremont,CA,logos/Ohlone_College/Ohlone_College.svg
219,Orange Coast College,http://orangecoastcollege.edu,Costa Mesa,CA,logos/Orange_Coast_College/Orange_Coast_College.svg
220,Otis College of Art and Design,http://otis.edu,Los Angeles,CA,logos/Otis_College_of_Art_and_Design/Otis_College_of_Art_and_Design.svg
221,Occidental College,http://oxy.edu,Los Angeles,CA,logos/Occidental_College/Occidental_College.svg
222,University of the Pacific,http://pacific.edu,Stockton,CA,logos/University_of_the_Pacific/University_of_the_Pacific.svg
223,Pacific College of Oriental Medicine,http://pacificcollege.edu,San Diego,CA,logos/Pacific_College_of_Oriental_Medicine/Pacific_College_of_Oriental_Medicine.svg
224,Palomar College,http://palomar.edu,San Marcos,CA,logos/Palomar_College/Palomar_College.svg
225,Pasadena City College,http://pasadena.edu,Pasadena,CA,logos/Pasadena_City_College/Pasadena_City_College.svg
226,Pepperdine University,http://pepperdine.edu,Malibu,CA,logos/Pepperdine_University/Pepperdine_University.svg
227,Peralta Community College District,http://peralta.edu,Oakland,CA,logos/Peralta_Community_College_District/Peralta_Community_College_District.svg
228,Pierce College,http://piercecollege.edu,Woodland Hills,CA,logos/Pierce_College/Pierce_College.svg
229,Pitzer College,http://pitzer.edu,Claremont,CA,logos/Pitzer_College/Pitzer_College.svg
230,Pacific Lutheran Theological Seminary,http://plts.edu,Berkeley,CA,logos/Pacific_Lutheran_Theological_Seminary/Pacific_Lutheran_Theological_Seminary.svg
231,Point Loma Nazarene University,http://pointloma.edu,San Diego,CA,logos/Point_Loma_Nazarene_University/Point_Loma_Nazarene_University.svg
232,Pomona College,http://pomona.edu,Claremont,CA,logos/Pomona_College/Pomona_College.svg
233,Porterville College,http://portervillecollege.edu,Porterville,CA,logos/Porterville_College/Porterville_College.svg
234,Pacific School of Religion,http://psr.edu,Berkeley,CA,logos/Pacific_School_of_Religion/Pacific_School_of_Religion.svg
235,Riverside City College,http://rcc.edu,Riverside,CA,logos/Riverside_City_College/Riverside_City_College.svg
236,Riverside Community College District,http://rccd.edu,Riverside,CA,logos/Riverside_Community_College_District/Riverside_Community_College_District.svg
237,University of Redlands,http://redlands.edu,Redlands,CA,logos/University_of_Redlands/University_of_Redlands.svg
238,College of the Redwoods,http://redwoods.edu,Eureka,CA,logos/College_of_the_Redwoods/College_of_the_Redwoods.svg
239,Rio Hondo College,http://riohondo.edu,Whittier,CA,logos/Rio_Hondo_College/Rio_Hondo_College.svg
240,Rosemead College,http://rosemeadcollege.edu,Rosemead,CA,logos/Rosemead_College/Rosemead_College.svg
241,Santa Ana College,http://sac.edu,Santa Ana,CA,logos/Santa_Ana_College/Santa_Ana_College.svg
242,Saddleback College,http://saddleback.edu,Mission Viejo,CA,logos/Saddleback_College/Saddleback_College.svg
