,School Name,URL,City,State
0,University of Alaska,http://alaska.edu,Anchorage,AK
1,Alaska Christian College,http://alaskacc.edu,Soldotna,AK
2,National Park Community College,http://npcc.edu,Hot Springs National Park,AK
3,University of Alaska Fairbanks,http://uaf.edu,Fairbanks,AK
4,University of Arkansas - Fort Smith,http://uafs.edu,Fort Smith,AK
5,Alabama A&M University,http://aamu.edu,Huntville,AL
6,Athens State University,http://athens.edu,Athens,AL
7,Auburn University,http://auburn.edu,Auburn,AL
8,Auburn University at Montgomery,http://aum.edu,Montgomery,AL
9,Birmingham-Southern College,http://bsc.edu,Birmingham,AL
10,Calhoun Community College,http://calhoun.edu,Decatur,AL
11,Enterprise State Community College,http://escc.edu,Enterprise,AL
12,Faulkner State Community College,http://faulknerstate.edu,Bay Minette,AL
13,Gadsden State Community College,http://gadsdenstate.edu,Gadsden,AL
14,Huntingdon College,http://huntingdon.edu,Montgomery,AL
15,Jacksonville State University,http://jsu.edu,Jacksonville,AL
16,Lurleen B. Wallace Community College,http://lbwcc.edu,Andalusia,AL
17,University of Montevallo,http://montevallo.edu,Montevallo,AL
18,Northeast Alabama Community College,http://nacc.edu,Rainsville,AL
19,Northwest-Shoals Community College,http://nwscc.edu,Muscle Shoals,AL
20,Oakwood University,http://oakwood.edu,Huntsville,AL
21,Samford University,http://samford.edu,Birmingham,AL
22,Southeastern Bible College,http://sebc.edu,Birmingham,AL
23,University of South Alabama,http://southalabama.edu,Mobile,AL
24,Trenholm State Technical College,http://trenholmstate.edu,Montgomery,AL
25,Troy University,http://troy.edu,Troy,AL
26,Tuskegee University,http://tuskegee.edu,Tuskegee,AL
27,University of Alabama,http://ua.edu,Tuscaloosa,AL
28,University of Alabama at Birmingham,http://uab.edu,Birmingham,AL
29,University of Alabama in Huntsville,http://uah.edu,Huntsville,AL
30,University of North Alabama,http://una.edu,Florence,AL
31,Snead State Community College,http://snead.edu,Boaz,AL
32,Arkansas Northeastern College,http://anc.edu,Blytheville,AR
33,Arkansas State University,http://astate.edu,Jonesboro,AR
34,Arkansas Tech University,http://atu.edu,Russellville,AR
35,Central Baptist College,http://cbc.edu,Conway,AR
36,Harding University,http://harding.edu,Searcy,AR
37,Hendrix College,http://hendrix.edu,Conway,AR
38,Henderson State University,http://hsu.edu,Arkadelphia,AR
39,John Brown University,http://jbu.edu,Siloam Springs,AR
40,Lyon College,http://lyon.edu,Batesville,AR
41,Mid-South Community College,http://midsouthcc.edu,West Memphis,AR
42,North Arkansas College,http://northark.edu,Harrison,AR
43,Northwest Arkansas Community College,http://nwacc.edu,Bentonville,AR
44,Northwest Technical Institute,http://nwti.edu,Springdale,AR
45,Ouachita Baptist University,http://obu.edu,Arkadelphia,AR
46,University of the Ozarks,http://ozarks.edu,Clarksville,AR
47,Phillips Community College U of A,http://pccua.edu,Helena-West Helena,AR
48,Pulaski Technical College,http://pulaskitech.edu,North Little Rock,AR
49,Southern Arkansas University Magnolia,http://saumag.edu,Magnolia,AR
50,Southeast Arkansas College,http://seark.edu,Pine Bluff,AR
51,University of Arkansas Community College Batesville,http://uaccb.edu,Batesville,AR
52,University of Arkansas at Little Rock,http://ualr.edu,Little Rock,AR
53,University of Arkansas for Medical Sciences,http://uams.edu,Little Rock,AR
54,University of Arkansas at Pine Bluff,http://uapb.edu,Pine Bluff,AR
55,University of Arkansas,http://uark.edu,Fayetteville,AR
56,University of Central Arkansas,http://uca.edu,Conway,AR
57,Williams Baptist College,http://wbcoll.edu,Walnut Ridge,AR
58,University of Arizona,http://arizona.edu,Tucson,AZ
59,Arizona State University,http://asu.edu,Tempe,AZ
60,Arizona Western College,http://azwestern.edu,Yuma,AZ
61,Bryan University,http://bryanuniversity.edu,Tempe,AZ
62,Central Arizona College,http://centralaz.edu,Coolidge,AZ
63,Glendale Community College,http://gccaz.edu,Glendale,AZ
64,Grand Canyon University,http://gcu.edu,Phoenix,AZ
65,Maricopa Community Colleges,http://maricopa.edu,Phoenix,AZ
66,Mesa Community College,http://mesacc.edu,Mesa,AZ
67,Northern Arizona University,http://nau.edu,Flagstaff,AZ
68,Northland Pioneer College,http://npc.edu,(multiple locations),AZ
69,University of Phoenix,http://phoenix.edu,Tempe,AZ
70,Phoenix College,http://phoenixcollege.edu,Phoenix,AZ
71,Pima Community College,http://pima.edu,Tucson,AZ
72,Prescott College,http://prescott.edu,Prescott,AZ
73,Rio Salado College,http://riosalado.edu,Tempe,AZ
74,South Mountain Community College,http://southmountaincc.edu,Pheonix,AZ
75,University of Advancing Technology,http://uat.edu,Tempe,AZ
76,Yavapai College,http://yc.edu,Prescott,AZ
77,Academy of Arts University,http://academyart.edu,San Francisco,CA
78,Adance Computing Institute,http://advancedcomputinginstitute.edu,Los Angeles,CA
79,Acupuncture & Integrative Medicine College,http://aimc.edu,Berkeley,CA
80,Alliant International University,http://alliant.edu,Alhambra,CA
81,Allied American University,http://allied.edu,Laguna Hills,CA
82,Anaheim University,http://anaheim.edu,Anaheim,CA
83,Angeles College,http://angelescollege.edu,Los Angeles,CA
84,Antioch University Los Angeles,http://antiochla.edu,Culver City,CA
85,Argosy University,http://argosy.edu,(multiple locations),CA
86,Art Center College of Design,http://artcenter.edu,Pasadena,CA
87,The Art Institute,http://artinstitutes.edu,(multiple locations),CA
88,Ashford University,http://ashford.edu,San Diego,CA
89,ATI College,http://ati.edu,Norwalk,CA
90,Antelope Valley College,http://avc.edu,Lancaster,CA
91,Bakersfield College,http://bakersfieldcollege.edu,Bakersfield,CA
92,Barstow Community College,http://barstow.edu,Barstow,CA
93,Berkeley University of California,http://berkeley.edu,Berkeley,CA
94,Berkeley City College,http://berkeleycitycollege.edu,Berkeley,CA
95,Brandman University,http://brandman.edu,Irvine,CA
96,Butte College,http://butte.edu,Oroville,CA
97,Cabrillo College,http://cabrillo.edu,Aptos,CA
98,California Institute of the Arts,http://calarts.edu,Valencie,CA
99,California Baptist University,http://calbaptist.edu,Riverside,CA
100,California Lutheran University,http://callutheran.edu,Thousand Oaks,CA
101,California Miramar University,http://calmu.edu,San Diego,CA
102,California Polytechnic State University,http://calpoly.edu,San Luis Obispo,CA
103,California State University,http://calstate.edu,Long Beach,CA
104,California Institute of Technology,http://caltech.edu,Pasadena,CA
105,Canada College,http://canadacollege.edu,Redwood City,CA
106,College of the Canyons,http://canyons.edu,Santa Clarita,CA
107,California College of the Arts,http://cca.edu,San Francisco,CA
108,California Community Colleges Chanellor's Office,http://cccco.edu,Sacramento,CA
109,City College of San Francisco,http://ccsf.edu,San Francisco,CA
110,Cerritos College,http://cerritos.edu,Norwalk,CA
111,Cerro Coso Community College,http://cerrocoso.edu,Ridgecrest,CA
112,Claremont Graduate University,http://cgu.edu,Claremont,CA
113,Chaffey College,http://chaffey.edu,Rancho Cucamonga,CA
114,Chapman University,http://chapman.edu,Orange,CA
115,California Institute of Integral Studies,http://ciis.edu,San Francisco,CA
116,Citrus College,http://citruscollege.edu,Glendora,CA
117,The Claremont Colleges,http://claremont.edu,Claremont,CA
118,Claremont McKenna College,http://cmc.edu,Claremont,CA
119,Copper Mountain College,http://cmccd.edu,(multiple locations),CA
120,Cogswell Polytechnical College,http://cogswell.edu,Sunnyvale,CA
121,College of San Mateo,http://collegeofsanmateo.edu,San Mateo,CA
122,College of the Desert,http://collegeofthedesert.edu,Palm Desert,CA
123,El Camino College Compton Center,http://compton.edu,Compton,CA
124,Contra Costa College,http://contracosta.edu,San Pablo,CA
125,College of the Sequoias,http://cos.edu,Visalia,CA
126,Crafton Hills College,http://craftonhills.edu,Yucaipa,CA
127,California State University Bakersfield,http://csub.edu,Bakersfield,CA
128,California State University Channel Islands,http://csuci.edu,Camarillo,CA
129,California State University Dominguez Hills,http://csudh.edu,Carson,CA
130,California State University East Bay,http://csueastbay.edu,Hayward,CA
131,Fresno State,http://fresnostate.edu,Fresno,CA
132,California State University Long Beach,http://csulb.edu,Long Beach,CA
133,California State University Monterey Bay,http://csumb.edu,Seaside,CA
134,California State University Northridge,http://csun.edu,Northridge,CA
135,California State Polytechnic University Pomona,http://csupomona.edu,Pomona,CA
136,California State University Sacramento,http://csus.edu,Sacramento,CA
137,California State University San Bernardino,http://csusb.edu,San Bernardino,CA
138,California State University San Marcos,http://csusm.edu,San Marcos,CA
139,California State University Stanislaus,http://csustan.edu,Stanislaus,CA
140,Cuesta College,http://cuesta.edu,San Luis Obispo,CA
141,Cuyamaca College,http://cuyamaca.edu,El Cajon,CA
142,California Western School of Law San Diego,http://cwsl.edu,San Diego,CA
143,Cypress College,http://cypresscollege.edu,Cypress,CA
144,DeAnza College,http://deanza.edu,Cupertino,CA
145,San Joaquin Delta College,http://deltacollege.edu,Stockton,CA
146,Dominican University of California,http://dominican.edu,San Rafael,CA
147,Dominican School of Philosophy and Theology,http://dspt.edu,Berkeley,CA
148,Diablo Valley College,http://dvc.edu,Pleasant Hill,CA
149,East Los Angeles College,http://elac.edu,Monterey Park,CA
150,El Camino College,http://elcamino.edu,Torrance,CA
151,Ex'pression College,http://expression.edu,San Jose,CA
152,Foothill-De Anza Community College District,http://fhda.edu,Los Altos Hills,CA
153,Fashion Institute of Design & Merchandising,http://fidm.edu,San Francisco,CA
154,Fielding Graduate University,http://fielding.edu,Santa Barbara,CA
155,Foothill College,http://foothill.edu,Los Altos Hills,CA
156,Fresno Pacific University,http://fresno.edu,Fresno,CA
157,Fresno City College,http://fresnocitycollege.edu,Fresno,CA
158,Frederick Taylor University,http://ftu.edu,Moraga,CA
159,Fullerton College,http://fullcoll.edu,Fullerton,CA
160,Fuller Theological Seminary,http://fuller.edu,Pasadena,CA
161,California State University Fullerton,http://fullerton.edu,Fullerton,CA
162,Gavilan College,http://gavilan.edu,Gilroy,CA
163,Golden Gate Baptist Theological Seminary,http://ggbts.edu,Mill Valley,CA
164,Glendale Community College,http://glendale.edu,Glendale,CA
165,Gnomon School of Visual Effects,http://gnomon.edu,Hollywood,CA
166,Columbia College,http://gocolumbia.edu,Sonora,CA
167,Golden West College,http://goldenwestcollege.edu,Huntington Beach,CA
168,Grossmont College,http://grossmont.edu,El Cajon,CA
169,Allan Hancock College,http://hancockcollege.edu,Santa Maria,CA
170,Hartnell College,http://hartnell.edu,Salinas,CA
171,Henley-Putnam University,http://henley-putnam.edu,Santa Clara,CA
172,Harvey Mudd College,http://hmc.edu,Claremont,CA
173,Holy Names University,http://hnu.edu,Oakland,CA
174,Humboldt State University,http://humboldt.edu,Arcata,CA
175,Humphreys College,http://humphreys.edu,Stockton,CA
176,Imperial Valley College,http://imperial.edu,Imperial,CA
177,International Sports Sciences Association,http://issaonline.edu,Carpinteria,CA
178,International Technological University,http://itu.edu,San Jose,CA
179,Irvine Valley College,http://ivc.edu,Irvine,CA
180,William Jessup University,http://jessup.edu,Rocklin,CA
181,John F. Kennedy University,http://jfku.edu,Pleasant Hill,CA
182,Keck Graduate Institute,http://kgi.edu,Claremont,CA
183,Mount Saint Mary's College,http://la.edu,Los Angeles,CA
184,Los Angeles Community College District,http://laccd.edu,Los Angeles,CA
185,Los Angeles City College,http://lacitycollege.edu,Los Angeles,CA
186,Los Angeles Harbor College,http://lahc.edu,Wilmington,CA
187,Los Angeles Mission College,http://lamission.edu,Sylmar,CA
188,Laney College,http://laney.edu,Oakland,CA
189,Los Angeles Southwest College,http://lasc.edu,Los Angeles,CA
190,La Sierra University,http://lasierra.edu,Riverside,CA
191,Las Positas College,http://laspositascollege.edu,Livermore,CA
192,Los Angeles Trade-Tech Community College,http://lattc.edu,Los Angeles,CA
193,Laurus College,http://lauruscollege.edu,Santa Maria,CA
194,Los Angeles Valley College,http://lavc.edu,Valley Glen,CA
195,University of La Verne,http://laverne.edu,La Verne,CA
196,UCLA School of Law,http://ucla.edu,Los Angeles,CA
197,Long Beach City College,http://lbcc.edu,Long Beach,CA
198,Life Chiropractic College West,http://lifewest.edu,Hayward,CA
199,Loma Linda University,http://llu.edu,Loma Linda,CA
200,Loyola Marymount University,http://lmu.edu,Los Angeles,CA
201,Los Medanos College,http://losmedanos.edu,Pittsburg,CA
202,Los Rios Community College District,http://losrios.edu,Sacramento,CA
203,Lake Tahoe Community College,http://ltcc.edu,South Lake Tahoe,CA
204,College of Marin,http://marin.edu,Kentfield,CA
205,Marymount California University,http://marymountcalifornia.edu,Rancho Palos Verdes,CA
206,The Master's College,http://masters.edu,Santa Clarita,CA
207,Merced Community College,http://mccd.edu,Merced,CA
208,Mills College,http://mills.edu,Oakland,CA
209,MiraCosta College,http://miracosta.edu,Oceanside,CA
210,Modesto Junior College,http://mjc.edu,Modesto,CA
211,Mount San Jacinto College,http://msjc.edu,(multiple locations),CA
212,Mount San Antonio College,http://mtsac.edu,Walnut,CA
213,Napa Valley College,http://napavalley.edu,Napa,CA
214,Notre Dame de Namur University,http://ndnu.edu,Belmont,CA
215,NewSchool of Architecture and Design,http://newschoolarch.edu,San Diego,CA
216,Norco College,http://norcocollege.edu,Norco,CA
217,Naval Postgraduate School,http://nps.edu,Monterey,CA
218,Ohlone College,http://ohlone.edu,Fremont,CA
219,Orange Coast College,http://orangecoastcollege.edu,Costa Mesa,CA
220,Otis College of Art and Design,http://otis.edu,Los Angeles,CA
221,Occidental College,http://oxy.edu,Los Angeles,CA
222,University of the Pacific,http://pacific.edu,Stockton,CA
223,Pacific College of Oriental Medicine,http://pacificcollege.edu,San Diego,CA
224,Palomar College,http://palomar.edu,San Marcos,CA
225,Pasadena City College,http://pasadena.edu,Pasadena,CA
226,Pepperdine University,http://pepperdine.edu,Malibu,CA
227,Peralta Community College District,http://peralta.edu,Oakland,CA
228,Pierce College,http://piercecollege.edu,Woodland Hills,CA
229,Pitzer College,http://pitzer.edu,Claremont,CA
230,Pacific Lutheran Theological Seminary,http://plts.edu,Berkeley,CA
231,Point Loma Nazarene University,http://pointloma.edu,San Diego,CA
232,Pomona College,http://pomona.edu,Claremont,CA
233,Porterville College,http://portervillecollege.edu,Porterville,CA
234,Pacific School of Religion,http://psr.edu,Berkeley,CA
235,Riverside City College,http://rcc.edu,Riverside,CA
236,Riverside Community College District,http://rccd.edu,Riverside,CA
237,University of Redlands,http://redlands.edu,Redlands,CA
238,College of the Redwoods,http://redwoods.edu,Eureka,CA
239,Rio Hondo College,http://riohondo.edu,Whittier,CA
240,Rosemead College,http://rosemeadcollege.edu,Rosemead,CA
241,Santa Ana College,http://sac.edu,Santa Ana,CA
242,Saddleback College,http://saddleback.edu,Mission Viejo,CA
243,University of San Diego,http://sandiego.edu,San Diego,CA
244,Santa Rosa Junior College,http://santarosa.edu,Santa Rosa,CA
245,Santa Barbara City College,http://sbcc.edu,Santa Barbara,CA
246,School of Continuing Education,http://sce.edu,Anaheim,CA
247,Scripps College,http://scrippscollege.edu,Claremont,CA
248,Santa Clara University,http://scu.edu,Santa Clara,CA
249,Southern California University of Health Sciences,http://scuhs.edu,Whittier,CA
250,San Diego City College,http://sdcity.edu,San Diego,CA
251,San Diego Mesa College,http://sdmesa.edu,San Diego,CA
252,San Diego State University,http://sdsu.edu,San Diego,CA
253,San Francisco State University,http://sfsu.edu,San Francisco,CA
254,Shasta College,http://shastacollege.edu,Redding,CA
255,The Institute of Buddhist Studies,http://shin-ibs.edu,Berkeley,CA
256,Sierra College,http://sierracollege.edu,Rocklin,CA
257,Simpson University,http://simpsonu.edu,Redding,CA
258,College of the Siskiyous,http://siskiyous.edu,Weed,CA
259,San Jose State University,http://sjsu.edu,San Jose,CA
260,Starr King School for the Ministry,http://sksm.edu,Berkeley,CA
261,Skyline College,http://skylinecollege.edu,San Bruno,CA
262,Santa Monica College,http://smc.edu,Santa Monica,CA
263,San Mateo County Community College,http://smccd.edu,San Mateo,CA
264,Soka University of America,http://soka.edu,Aliso Viejo,CA
265,Solano Community College,http://solano.edu,(multiple locations),CA
266,Sonoma State University,http://sonoma.edu,Rohnert Park,CA
267,Stanford University,http://stanford.edu,Stanford,CA
268,Saint Mary's College,http://stmarys-ca.edu,Moraga,CA
269,Taft College,http://taftcollege.edu,Taft,CA
270,Touro University California,http://tu.edu,Vallejo,CA
271,University of California Davis,http://ucdavis.edu,Davis,CA
272,University of California Hastings College of the Law,http://uchastings.edu,San Francisco,CA
273,University of California Irvine,http://uci.edu,Irvine,CA
274,University of California Los Angeles,http://ucla.edu,Los Angeles,CA
275,University of California Los Angeles Extension,http://uclaextension.edu,Los Angeles,CA
276,University of California Merced,http://ucmerced.edu,Merced,CA
277,University of California,http://ucop.edu,Oakland,CA
278,University of California Press,http://ucpress.edu,(multiple locations),CA
279,University of California Riverside,http://ucr.edu,Riverside,CA
280,University of California Santa Barbara,http://ucsb.edu,Santa Barbara,CA
281,University of California Santa Cruz,http://ucsc.edu,Santa Cruz,CA
282,University of California Santa Cruz Silicon Valley Extension,http://ucsc-extension.edu,Santa Clara,CA
283,University of California San Diego,http://ucsd.edu,La Jolla,CA
284,University of California San Francisco,http://ucsf.edu,San Francisco,CA
285,University of California,http://universityofcalifornia.edu,Berkeley,CA
286,University of the Pacific,http://uop.edu,Stockton,CA
287,University of Southern California,http://usc.edu,Los Angeles,CA
288,University of San Francisco,http://usfca.edu,San Francisco,CA
289,San Bernardino Valley College,http://valleycollege.edu,San Bernardino,CA
290,Ventura College,http://venturacollege.edu,Ventura,CA
291,Victor Valley College,http://vvc.edu,Victorville,CA
292,West Coast Baptist College,http://wcbc.edu,Lancaster,CA
293,Western University of Health Sciences,http://westernu.edu,Pamona,CA
294,Westmont College,http://westmont.edu,Santa Barbara,CA
295,West Valley College,http://westvalley.edu,Saratoga,CA
296,West Hills Community College District,http://whccd.edu,Coalinga,CA
297,Whittier College,http://whittier.edu,Whittier,CA
298,West Los Angeles College,http://wlac.edu,Culver City,CA
299,Yuba Community College District,http://yccd.edu,Marysville,CA
300,Yosemite Community College District,http://yosemite.edu,Modesto,CA
301,Unitek College,http://unitekcollege.edu,Fremont,CA
302,Vanguard University,http://vanguard.edu,Costa Mesa,CA
303,Southwestern College,http://swcc.edu,Chula Vista,CA
304,Monterey Institute of International Studies,http://miis.edu,Monterey,CA
305,Adams State University,http://adams.edu,Alamosa,CO
306,Auraria Higher Education Center,http://ahec.edu,Denver,CO
307,Aims Community College,http://aims.edu,Greeley,CO
308,Arapahoe Community College,http://arapahoe.edu,Littleton,CO
309,Community College of Aurora,http://ccaurora.edu,(multiple locations),CO
310,Community College of Denver,http://ccd.edu,Denver,CO
311,Colorado Heights University,http://chu.edu,Denver,CO
312,University of Colorado Boulder,http://colorado.edu,Boulder,CO
313,Colorado College,http://coloradocollege.edu,Colorado Springs,CO
314,Colorado Mesa University,http://coloradomesa.edu,Grand Junction,CO
315,Colorado State University,http://colostate.edu,Fort Collins,CO
316,Colorado State University-Pueblo,http://colostate-pueblo.edu,Pueblo,CO
317,University of Denver,http://du.edu,Denver,CO
318,Fort Lewis College,http://fortlewis.edu,Durango,CO
319,Front Range Community College,http://frontrange.edu,Westminster,CO
320,Jones International University,http://jiu.edu,Centennial,CO
321,Colorado School of Mines,http://mines.edu,Golden,CO
322,Metropolitan State University of Denver,http://msudenver.edu,Denver,CO
323,Naropa University,http://naropa.edu,Boulder,CO
324,Pikes Peak Community College,http://ppcc.edu,Colorado Springs,CO
325,Pueblo Community College,http://pueblocc.edu,(multiple locations),CO
326,Redstone College,http://redstone.edu,Denver,CO
327,Regis University,http://regis.edu,Denver,CO
328,University of the Rockies,http://rockies.edu,Colorado Springs,CO
329,Red Rocks Community College,http://rrcc.edu,Lakewood,CO
330,William Howard Taft University,http://taft.edu,Denver,CO
331,University Corporation for Atmospheric Research,http://ucar.edu,Boulder,CO
332,University of Colorado Colorado Springs,http://uccs.edu,Colorado Springs,CO
333,University of Colorado Denver,http://ucdenver.edu,(multiple locations),CO
334,University of Northern Colorado,http://unco.edu,Greeley,CO
335,University of Colorado,http://cu.edu,Denver,CO
336,Western State Colorado University,http://western.edu,Gunnison,CO
337,Albertus Magnus College,http://albertus.edu,New Haven,CT
338,Asnuntuck Community College,http://asnuntuck.edu,Enfield,CT
339,Connecticut College,http://conncoll.edu,New London,CT
340,Eastern Connecticut State University,http://easternct.edu,Willimantic,CT
341,Fairfield University,http://fairfield.edu,Fairfield,CT
342,Goodwin College,http://goodwin.edu,East Hartfod,CT
343,University of Hartford,http://hartford.edu,West Hartford,CT
344,Hartford Seminary,http://hartsem.edu,Hartford,CT
345,University of New Haven,http://newhaven.edu,West Haven,CT
346,Queens University of Charlotte,http://quinnipiac.edu,Hamden,CT
347,Quinebaug Valley Community College,http://qvcc.edu,Danielson,CT
348,Sacred Heart University,http://sacredheart.edu,Fairfield,CT
349,Southern Connecticut State University,http://southernct.edu,New Haven,CT
350,Three Rivers Community College,http://threerivers.edu,Norwich,CT
351,Trinity College,http://trincoll.edu,Hartford,CT
352,Tunxis Community College,http://tunxis.edu,Farmington,CT
353,University of Connecticut Health Center,http://uchc.edu,Farmington,CT
354,University of Connecticut,http://uconn.edu,Storrs,CT
355,University of Saint Joseph Connecticut,http://usj.edu,West Hartford,CT
356,Western Connecticut State University,http://wcsu.edu,Danbury,CT
357,Wesleyan University,http://wesleyan.edu,Middletown,CT
358,Yale University,http://yale.edu,New Haven,CT
359,American University,http://american.edu,Washington,DC
360,Carnegie Institution for Science,http://carnegiescience.edu,Washington,DC
361,The Catholic University of America,http://cua.edu,Washington,DC
362,Gallaudet University,http://gallaudet.edu,Washington,DC
363,Georgetown University,http://georgetown.edu,Washington,DC
364,The George Washington University,http://gwu.edu,Washington,DC
365,Howard University,http://howard.edu,Washington,DC
366,Johns Hopkins School of Advanced International Studies,http://sais-jhu.edu,Washington,DC
367,University of California Washington Center,http://ucdc.edu,Washington,DC
368,University of the District of Columbia,http://udc.edu,Washington,DC
369,Delaware State University,http://desu.edu,Dover,DE
370,Delaware Technical Community College,http://dtcc.edu,Dover,DE
371,Goldey-Beacom College,http://gbc.edu,Wilmington,DE
372,University of Delaware,http://udel.edu,Newark,DE
373,Wesley College,http://wesley.edu,Dover,DE
374,Wilmington University,http://wilmu.edu,New Castle,DE
375,Carlos Albizu University,http://albizu.edu,Miami,FL
376,Acupuncture Massage College,http://amcollege.edu,Miami,FL
377,Atlantic Institute of Oriental Medicine,http://atom.edu,Fort Lauderdale,FL
378,Barry University,http://barry.edu,Miami Shores,FL
379,Broward College,http://broward.edu,Fort Lauderdale,FL
380,College of Central Florida,http://cf.edu,Ocala,FL
381,Chipola College,http://chipola.edu,Marianna,FL
382,Bethune-Cookman University,http://cookman.edu,Daytona Beach,FL
383,Dade Medical College,http://dadmedical.edu,Miami,FL
384,Daytona State College,http://daytonastate.edu,Daytona Beach,FL
385,Eckerd College,http://eckerd.edu,Saint Petersburg,FL
386,Edison State College,http://edison.edu,Fort Myers,FL
387,Embry-Riddle Aeronautical University,http://erau.edu,Daytona Beach,FL
388,Everglades University,http://evergladesuniversity.edu,Boca Raton,FL
389,Florida Atlantic University,http://fau.edu,Boca Raton,FL
390,Florida Gulf Coast University,http://fgcu.edu,Fort Myers,FL
391,Florida Institute of Technology,http://fit.edu,Melbourne,FL
392,Florida International University,http://fiu.edu,Miami,FL
393,Flagler College,http://flagler.edu,Saint Augustine,FL
394,Florida Southern College,http://flsouthern.edu,Lakeland,FL
395,Florida National University,http://fnu.edu,Hialeah,FL
396,Florida State College at Jacksonville,http://fscj.edu,Jacksonville,FL
397,Florida State University,http://fsu.edu,Tallahassee,FL
398,Gulf Coast State College,http://gulfcoast.edu,Panama City,FL
399,Hillsborough Community College,http://hccfl.edu,Tampa,FL
400,Jacksonville University,http://ju.edu,Jacksonville,FL
401,Keiser University,http://keiseruniversity.edu,Fort Lauderdale,FL
402,Loraines Academy Incorporated,http://lorainesacademy.edu,Saint Petersburg,FL
403,Lake Sumter State College,http://lssc.edu,Leesburg,FL
404,Lynn University,http://lynn.edu,Boca Raton,FL
405,Millennia Atlantic University,http://maufl.edu,Doral,FL
406,Miami Dade College,http://mdc.edu,Miami,FL
407,University of Miami,http://miami.edu,Coral Gables,FL
408,Miami International University of Art and Design,http://mymiu.edu,Miami,FL
409,New College of Florida,http://ncf.edu,Sarasota,FL
410,North Florida Community College,http://nfcc.edu,Madison,FL
411,Nova Southeastern University,http://nova.edu,Fort Lauderdale,FL
412,National University of Health Sciences,http://nuhs.edu,(multiple locations),FL
413,Northwest Florida State College,http://nwfsc.edu,Niceville,FL
414,Palm Beach State College,http://palmbeachstate.edu,Lake Worth,FL
415,Palm Beach Atlantic University,http://pba.edu,West Palm Beach,FL
416,Pensacola State College,http://pensacolastate.edu,Pensacola,FL
417,Pasco-Hernando State College,http://phsc.edu,New Port Richey,FL
418,Ringling College of Art and Design,http://ringling.edu,Sarasota,FL
419,Rollins College,http://rollins.edu,Winter Park,FL
420,Saint Leo University,http://saintleo.edu,Saint Leo,FL
421,State College of Florida,http://scf.edu,Bradenton,FL
422,Seminole State College of Florida,http://seminolestate.edu,Sanford,FL
423,Santa Fe College,http://sfcollege.edu,Gainesville,FL
424,South Florida State College,http://southflorida.edu,Avon Park,FL
425,Space Coast Health Institute,http://spacecoast.edu,Melbourne,FL
426,Saint Petersburg College,http://spcollege.edu,Saint Petersburg,FL
427,Stetson University,http://stetson.edu,DeLand,FL
428,Saint Thomas University,http://stu.edu,Miami Gardens,FL
429,Saint Vincent de Paul Regional Seminary,http://svdp.edu,Boynton Beach,FL
430,Traviss Career Center,http://traviss.edu,Lakeland,FL
431,University of Central Florida,http://ucf.edu,Orlando,FL
432,University of Florida,http://ufl.edu,Gainesville,FL
433,University of North Florida,http://unf.edu,Jacksonville,FL
434,University of South Florida,http://usf.edu,Fowler Avenue,FL
435,University of South Florida Sarasota-Manatee,http://usfsm.edu,Sarasota,FL
436,University of South Florida Saint Petersburg,http://usfsp.edu,Saint Petersburg,FL
437,University of Tampa,http://ut.edu,Tampa,FL
438,University of West Florida,http://uwf.edu,Pensacola,FL
439,Valencia College,http://valenciacollege.edu,Orlando,FL
440,Warner University,http://warner.edu,Lake Wales,FL
441,Webber International University,http://webber.edu,Babson Park,FL
442,Agnes Scott College,http://agnesscott.edu,Decatur,GA
443,Albany Technical College,http://albanytech.edu,Albany,GA
444,Armstrong Atlantic State University,http://armstrong.edu,Savannah,GA
445,Atlanta Technical College,http://atlantatech.edu,Atlanta,GA
446,Atlanta Metropolitan State College,http://atlm.edu,Atlanta,GA
447,Berry College,http://berry.edu,Mount Berry,GA
448,Carver College,http://carver.edu,Atlanta,GA
449,Child Care Education Institute,http://cceionline.edu,Duluth,GA
450,Central Georgia Technical College,http://centralgatech.edu,Macon,GA
451,Clayton State University,http://clayton.edu,Morrow,GA
452,Columbus State University,http://columbusstate.edu,Columbus,GA
453,Columbus Technical College,http://columbustech.edu,Columbus,GA
454,Covenant College,http://covenant.edu,Lookout Mountain,GA
455,Dalton State,http://daltonstate.edu,Dalton,GA
456,Darton State College,http://darton.edu,Albany,GA
457,East Georgia State College,http://ega.edu,Swainsboro,GA
458,Emory University,http://emory.edu,Atlanta,GA
459,Georgia Institute of Technology,http://gatech.edu,Atlanta,GA
460,Georgia College,http://gcsu.edu,Milledgeville,GA
461,Georgia Southern University,http://georgiasouthern.edu,Statesboro,GA
462,Georgia Gwinnett College,http://ggc.edu,Lawrenceville,GA
463,Georgia Perimeter College,http://gpc.edu,Decatur,GA
464,Georgia Regents University Augusta,http://gru.edu,Augusta,GA
465,Georgia State University,http://gsu.edu,Atlanta,GA
466,Georgia South Western State University,http://gsw.edu,Americus,GA
467,Interactive College of Technology,http://ict.edu,Morrow,GA
468,Atlanta's John Marshall Law School,http://johnmarshall.edu,Atlanta,GA
469,Kennesaw State University,http://kennesaw.edu,Kennesaw,GA
470,Lanier Technical College,http://laniertech.edu,Oakwood,GA
471,Life University,http://life.edu,Marietta,GA
472,Mercer University,http://mercer.edu,Macon,GA
